type_id,type_name,category_id,category_name,group_id,group_name,primary_index,sub_index
2655,Nova Precision Heavy Missile,8,Charge,655,Advanced Heavy Missile,Consumer Price Index,Ammo
2679,Scourge Rage Heavy Assault Missile,8,Charge,654,Advanced Heavy Assault Missile,Consumer Price Index,Ammo
2801,Nova Javelin Torpedo,8,Charge,657,Advanced Torpedo,Consumer Price Index,Ammo
2811,Inferno Rage Torpedo,8,Charge,657,Advanced Torpedo,Consumer Price Index,Ammo
2817,Mjolnir Rage Rocket,8,Charge,648,Advanced Rocket,Consumer Price Index,Ammo
3552,Cap Booster 75,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
3554,Cap Booster 100,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
11283,Cap Booster 150,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
11285,Cap Booster 200,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
11287,Cap Booster 400,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
11289,Cap Booster 800,8,Charge,87,Capacitor Booster Charge,Consumer Price Index,Ammo
12557,Gleam S,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
12559,Aurora S,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
12563,Scorch S,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12565,Conflagration S,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12608,Hail S,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12612,Void S,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12614,Null S,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12618,Spike S,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12620,Javelin S,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12625,Barrage S,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12631,Quake S,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12633,Tremor S,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12761,Quake L,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12765,Tremor L,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12767,Quake M,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12771,Tremor M,8,Charge,376,Advanced Artillery Ammo,Consumer Price Index,Ammo
12773,Barrage M,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12775,Barrage L,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12777,Hail M,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12779,Hail L,8,Charge,372,Advanced Autocannon Ammo,Consumer Price Index,Ammo
12785,Null M,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12787,Null L,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12789,Void M,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12791,Void L,8,Charge,377,Advanced Blaster Charge,Consumer Price Index,Ammo
12801,Javelin M,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12803,Javelin L,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12805,Spike M,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12807,Spike L,8,Charge,373,Advanced Railgun Charge,Consumer Price Index,Ammo
12814,Conflagration M,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12816,Conflagration L,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12818,Scorch M,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12820,Scorch L,8,Charge,375,Advanced Pulse Laser Crystal,Consumer Price Index,Ammo
12822,Aurora M,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
12824,Aurora L,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
12826,Gleam M,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
12828,Gleam L,8,Charge,374,Advanced Beam Laser Crystal,Consumer Price Index,Ammo
13119,Mjolnir Javelin Rocket,8,Charge,648,Advanced Rocket,Consumer Price Index,Ammo
13856,Nova Javelin Heavy Assault Missile,8,Charge,654,Advanced Heavy Assault Missile,Consumer Price Index,Ammo
17648,Antimatter Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17650,Iridium Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17652,Iron Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17654,Lead Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17656,Plutonium Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17658,Thorium Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17660,Tungsten Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17662,Uranium Charge XL,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
17664,Carbonized Lead XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17666,Depleted Uranium XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17668,EMP XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17670,Fusion XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17672,Nuclear XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17674,Phased Plasma XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17676,Proton XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17678,Titanium Sabot XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
17680,Gamma XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17682,Infrared XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17684,Microwave XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17686,Multifrequency XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17688,Radio XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17690,Standard XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17692,Ultraviolet XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17694,Xray XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
17857,Mjolnir XL Torpedo,8,Charge,476,XL Torpedo,Consumer Price Index,Ammo
17859,Scourge XL Torpedo,8,Charge,476,XL Torpedo,Consumer Price Index,Ammo
17861,Inferno XL Torpedo,8,Charge,476,XL Torpedo,Consumer Price Index,Ammo
17863,Nova XL Torpedo,8,Charge,476,XL Torpedo,Consumer Price Index,Ammo
18054,Mercoxit Asteroid Mining Crystal Type A I,8,Charge,663,Mercoxit Mining Crystal,Consumer Price Index,Ammo
18608,Mercoxit Asteroid Mining Crystal Type A II,8,Charge,663,Mercoxit Mining Crystal,Consumer Price Index,Ammo
18626,Quest Survey Probe I,8,Charge,492,Survey Probe,Consumer Price Index,Ammo
18635,Discovery Survey Probe I,8,Charge,492,Survey Probe,Consumer Price Index,Ammo
18637,Gaze Survey Probe I,8,Charge,492,Survey Probe,Consumer Price Index,Ammo
19962,Shadow Iron Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
19964,Shadow Tungsten Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
19966,Shadow Iridium Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
19968,Shadow Lead Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
19970,Arch Angel Carbonized Lead S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19972,Arch Angel Nuclear S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19974,Arch Angel Proton S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19976,Arch Angel Depleted Uranium S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19978,Sanshas Radio S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
19980,Sanshas Microwave S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
19982,Sanshas Infrared S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
19984,Sanshas Standard S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
19986,Arch Angel Titanium Sabot S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19988,Arch Angel Fusion S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19990,Arch Angel Phased Plasma S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19992,Arch Angel EMP S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19994,Arch Angel Carbonized Lead M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19996,Arch Angel Nuclear M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
19998,Arch Angel Proton M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20000,Arch Angel Depleted Uranium M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20002,Arch Angel Titanium Sabot M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20004,Arch Angel Fusion M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20006,Arch Angel Phased Plasma M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20008,Arch Angel EMP M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20010,Sanshas Radio M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20012,Sanshas Microwave M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20014,Sanshas Infrared M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20016,Sanshas Standard M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20018,Sanshas Radio L,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20020,Sanshas Microwave L,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20022,Sanshas Infrared L,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20024,Sanshas Standard L,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20026,Sanshas Radio XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20028,Sanshas Microwave XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20030,Sanshas Infrared XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20032,Sanshas Standard XL,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20034,Shadow Thorium Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20036,Shadow Uranium Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20038,Shadow Plutonium Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20040,Shadow Antimatter Charge S,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20043,Shadow Iron Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20045,Shadow Tungsten Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20047,Shadow Iridium Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20049,Shadow Lead Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20051,Shadow Thorium Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20053,Shadow Uranium Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20055,Shadow Plutonium Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20057,Shadow Antimatter Charge M,8,Charge,85,Hybrid Charge,Consumer Price Index,Ammo
20306,Mjolnir Heavy Assault Missile,8,Charge,772,Heavy Assault Missile,Consumer Price Index,Ammo
20307,Scourge Heavy Assault Missile,8,Charge,772,Heavy Assault Missile,Consumer Price Index,Ammo
20308,Inferno Heavy Assault Missile,8,Charge,772,Heavy Assault Missile,Consumer Price Index,Ammo
20721,Arch Angel Carbonized Lead L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20723,Arch Angel Nuclear L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20725,Arch Angel Proton L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20727,Arch Angel Depleted Uranium L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20729,Arch Angel Titanium Sabot L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20731,Arch Angel Fusion L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20733,Arch Angel Phased Plasma L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20735,Arch Angel EMP L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20737,Arch Angel Carbonized Lead XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20739,Arch Angel Depleted Uranium XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20741,Arch Angel EMP XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20743,Arch Angel Fusion XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20745,Arch Angel Nuclear XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20747,Arch Angel Phased Plasma XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20749,Arch Angel Proton XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20751,Arch Angel Titanium Sabot XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20753,Domination Carbonized Lead S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20755,Domination Nuclear S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20757,Domination Proton S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20759,Domination Depleted Uranium S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20761,Domination Titanium Sabot S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20763,Domination Fusion S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20765,Domination Phased Plasma S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20767,Domination EMP S,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20769,Domination Carbonized Lead M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20771,Domination Nuclear M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20773,Domination Proton M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20775,Domination Depleted Uranium M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20777,Domination Titanium Sabot M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20779,Domination Fusion M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20781,Domination Phased Plasma M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20783,Domination EMP M,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20785,Domination Carbonized Lead L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20787,Domination Nuclear L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20789,Domination Proton L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20791,Domination Depleted Uranium L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20793,Domination Titanium Sabot L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20795,Domination Fusion L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20797,Domination Phased Plasma L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20799,Domination EMP L,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20801,Domination Carbonized Lead XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20803,Domination Depleted Uranium XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20805,Domination EMP XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20807,Domination Fusion XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20809,Domination Nuclear XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20811,Domination Phased Plasma XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20813,Domination Proton XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20815,Domination Titanium Sabot XL,8,Charge,83,Projectile Ammo,Consumer Price Index,Ammo
20817,Sanshas Ultraviolet S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20819,Sanshas Xray S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20821,Sanshas Gamma S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20823,Sanshas Multifrequency S,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20825,Sanshas Ultraviolet M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20827,Sanshas Xray M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20829,Sanshas Gamma M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20831,Sanshas Multifrequency M,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
20833,Sanshas Ultraviolet L,8,Charge,86,Frequency Crystal,Consumer Price Index,Ammo
